,Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14,Corner15,Corner16,Corner17,Corner18
10,1125.9031451843075,1127.9839697228185,1106.0184172817687,1109.9153921709467,1093.7681815578019,1194.0467188913358,1253.0190559996915,1159.5378520056079,1159.8755954383475,1164.0235073023937,1186.4050606586316,1255.5113800505521,1259.2177380342453,1262.7351820208155,1256.9590756131136,1187.4157573574475,1170.417487191499,1124.8461048057966
11,1184.202375701454,1186.390945271103,1163.288017194614,1167.3867773246943,1150.403464638497,1255.874421576626,1317.9003445017725,1219.5786866160893,1219.9339183934749,1224.2966090073282,1247.837078513706,1320.5217210159697,1324.419994103013,1328.1195712319245,1322.0443782106054,1248.90010905676,1231.0216689800727,1183.0906018043838
12,833.112375937643,834.6520826900426,818.3986654567599,821.2822332154776,809.3340997936809,883.5352341015671,927.1718329449741,858.0003875163587,858.2503008725037,861.3195495223684,877.8807867598204,929.0160288871384,931.7585496084608,934.3612833599502,930.0872516605347,878.6286520906033,866.0507768929413,832.330218586924
13,1140.124341018995,1142.231448291848,1119.9884506511669,1123.934647929765,1107.5834831441007,1209.128630952555,1268.8458431049446,1174.1838852293672,1174.5258946733704,1178.7261984924226,1201.3904515237834,1271.3696475087665,1275.122820214441,1278.6846927648576,1272.8356288023808,1202.413914254691,1185.2009402486165,1139.0539492449466
14,945.3108872465709,947.0579523463688,928.61562366497,931.8875328037115,918.3302973909173,1002.5243894884518,1052.0377002499897,973.5506649605917,973.8342351286212,977.3168315323999,996.108435545264,1054.1302612930085,1057.2421280366127,1060.1953821508826,1055.3457498388584,996.9570188334283,982.6852318498335,944.4233936976456
15,996.0585440914443,997.8993978711,978.4670192707057,981.9145761507783,967.6295400326546,1056.3434710020088,1108.514832715545,1025.8143336996905,1026.1131269247828,1029.7826815130197,1049.5830857892417,1110.7197298917563,1113.9986527306428,1117.1104480490696,1112.0004701938865,1050.4772240520635,1035.4392766886638,995.1234067264152
16,1065.396581474304,1067.3655815250272,1046.5804681864745,1050.2680178152143,1034.9885658826292,1129.8780875322925,1185.681223552938,1097.223743357254,1097.5433362993251,1101.4683374320716,1122.64709560129,1188.03960893899,1191.5467855042536,1194.8752003993072,1189.4095046622285,1123.603476984921,1107.51870183953,1064.3963469420862
17,1101.0926485083837,1103.1276198218488,1081.6461021471594,1085.457202968974,1069.665813650899,1167.7346046773714,1225.4074223909581,1133.9861780931208,1134.3164789830885,1138.372987111427,1160.2613386700482,1227.8448253788094,1231.4695097453468,1234.9094430395367,1229.2606193998429,1161.249763571158,1144.6260687203708,1100.0589011608138
18,1020.2037110462776,1022.0891884297495,1002.1857551625193,1005.7168832713609,991.0855677261152,1081.9499874264588,1135.3860200233553,1050.6808021404913,1050.9868383256965,1054.7453455249104,1075.0257256718867,1137.6443654740215,1141.0027717326795,1144.1899991810128,1138.9561518312296,1075.9415384816161,1060.539060587455,1019.2459052869675
19,972.2699863046413,974.0668755434835,955.0985944241186,958.4638143707332,944.5199433469691,1031.1151469725567,1082.0405162087422,1001.3151276033211,1001.6067848423376,1005.1887005945924,1024.5162179465258,1084.1927545084231,1087.3933678484416,1090.4308451228212,1085.442907286489,1025.3890017820795,1010.7102010591773,971.3571825357433
20,953.4127667431628,955.1748052354205,936.5744147707195,939.8743661270252,926.2009371009939,1011.1166229066957,1061.054292345024,981.8945762365022,982.1805767704158,985.693021107588,1004.6456804021736,1063.1647878873048,1066.3033251894587,1069.2818904572118,1064.3906938967223,1005.5015365564777,991.1074318254603,952.517666843899
21,1134.9214178259294,1137.0189093780177,1114.8774169891276,1118.8056059149467,1102.5290591787668,1203.6108087545306,1263.0555032025309,1168.8255323290832,1169.165981023259,1173.3471168819651,1195.9079422752097,1265.567790300744,1269.3038355154815,1272.849453567475,1267.0270816327475,1196.9267344646787,1179.792311348587,1133.855910752599
22,909.1398377671919,910.8200537710775,893.0833959882682,896.2301099251497,883.191623888392,964.1641423087189,1011.782892838691,936.2990583748033,936.5717781118083,939.9211176489443,957.9936862125014,1013.7953848482873,1016.7881801969941,1019.6284320152641,1014.9643643599914,958.8097996026481,945.0841033497403,908.2863029650704
23,1277.8256997959527,1280.1872982011512,1255.2578470850035,1259.6806561748883,1241.3546387108224,1355.164154823118,1422.0938621042462,1315.9988703436945,1316.382186830675,1321.0897928117374,1346.4913774882539,1424.9224852749255,1429.1289567680235,1433.121023352842,1426.565524112888,1347.6384514812255,1328.3465376402987,1276.6260287876953
24,838.9438458062981,840.4943299205428,824.1271449464415,827.0308965830907,814.9991307702167,889.719644805777,933.6616832497414,864.0060640032373,864.2577266578539,867.3484588812895,884.025618482551,935.5187878623076,938.2805051859281,940.901457084076,936.5975087878212,884.778718586299,872.1128030445665,838.1562136515133
25,1057.7960313466297,1059.7509845308177,1039.1141524037744,1042.7753950156823,1027.6049468497285,1121.8175256797601,1177.2225615563077,1089.3961379306243,1089.7134508933718,1093.6104510278242,1114.6381197192782,1179.5641221968533,1183.0462785285677,1186.3509484776591,1180.924245069967,1115.5876782683197,1099.6176520736112,1056.8029324978124
26,1158.8723726896947,1161.0141289148273,1138.405370795911,1142.4164587437954,1125.7964178853856,1229.0113586967832,1289.7105516248118,1193.4919868771494,1193.839620272556,1198.1089932502894,1221.1459338196123,1292.275857085309,1296.0907463934805,1299.711189835667,1293.7659447528797,1222.1862262163747,1204.6902046774985,1157.7843795557262
27,1106.5249120030635,1108.5699228898504,1086.9824257006917,1090.8123286677182,1074.9430322018306,1173.4956476496013,1231.4529954095246,1139.580722500507,1139.9126529367886,1143.9891739323925,1165.9855121289156,1233.9024233757377,1237.5449901980255,1241.0018944747058,1235.3252022460358,1166.9788134448436,1150.2731052495783,1105.4860646414422
28,916.5797290420336,918.2736949927017,900.3918903358899,903.5643552173354,890.4191695129664,972.0543216759494,1020.0627573917087,943.961205500765,944.236157023363,947.6129056794965,965.8333700227613,1022.0917185088292,1025.1090052185757,1027.972500067063,1023.2702642941782,966.6561620278346,952.8181423637737,915.7192093891077
29,837.5974311906893,839.1454269447379,822.8045095416732,825.7036009693427,813.6911448461732,888.291740495436,932.1632566951569,862.6194272237151,862.8706859868462,865.9564579175764,882.6068524718728,934.0173808546145,936.7746659190473,939.391411471371,935.094370549096,883.3587439309758,870.7131558210383,836.8110631007763
30,950.9021813159786,952.6595798995683,934.1081691327163,937.3994308531426,923.7620075455682,1008.4540881188256,1058.2602585993752,979.308990748119,979.594238167749,983.0974333193908,1002.0001853000709,1060.365196654346,1063.495469366085,1066.4661912916722,1061.587874532287,1002.8537877610497,988.4975864762998,950.0094384490951
31,1147.3491748596198,1149.46963462341,1127.0856857230376,1131.0568895896145,1114.6021093960273,1216.7907368617812,1276.8863699632761,1181.624550395361,1181.9687271129812,1186.1956477632693,1209.0035215001817,1279.4261674187396,1283.2031235383788,1286.7875672561781,1280.9014384633738,1210.033469794029,1192.7114191963735,1146.2720001388054
32,1075.3107626101635,1077.2980854371176,1056.3195536268418,1060.041418209846,1044.6197814263326,1140.3923093873434,1196.714728469412,1107.434096128573,1107.756663082737,1111.7181888044165,1133.0940285565616,1199.0950601056325,1202.6348731410594,1205.994261017197,1200.4777035648535,1134.0593096667708,1117.8248556345748,1074.301220270409
33,781.2895760455008,782.7335071051765,767.4911150506952,770.1953137839951,758.9904002990113,828.5759381446796,869.4981724015679,804.6294574067227,804.8638251891613,807.7421547467221,823.2732192150361,871.2276522501619,873.7995776152682,876.2404112986854,872.2322408394687,823.9745644406054,812.1790815447059,780.5560718957679
34,876.7411111871786,878.3614498689583,861.2568677054069,864.291443200839,851.7176055345232,929.8045321285827,975.7263084259754,902.9324673078994,903.1954682185755,906.4254484103396,923.8539706092282,977.6670818993741,980.553223954292,983.2922586239389,978.7944028608705,924.6410004266536,911.4044424355894,875.9179935327078
35,922.7647339947322,924.4701306889161,906.4676610786242,909.6615334932961,896.4276451522555,978.6136646369172,1026.9460573454671,950.330978414333,950.6077852872897,954.0073199668323,972.3507345114083,1028.988709726054,1032.0263568394316,1034.9091743166648,1030.1752082418511,973.1790786495533,959.2476811619972,921.8984076256563
36,1216.412208031878,1218.6603058209669,1194.928987314806,1199.1392320857392,1181.6939800678351,1290.033704970303,1353.7467082615697,1252.7507404944597,1253.1156344345152,1257.5969884931187,1281.777749381559,1356.4393851714844,1360.4436897317694,1364.243893883106,1358.0034580345414,1282.8696939314218,1264.5049674150046,1215.27019432821
37,928.6124149037765,930.3286189200477,912.2120653033156,915.4261777055566,902.1084244817855,984.815267530055,1033.4539489378997,956.3533502226803,956.6319112570249,960.0529892328301,978.5126483965245,1035.5095458740052,1038.5664429547676,1041.4675292237139,1036.7035633862092,979.3462418599029,965.3265592828509,927.7405985110979
38,1127.7817410061625,1129.8660374492513,1107.8638349684384,1111.7673120516781,1095.5931594386623,1196.0390138652006,1255.1097477020585,1161.472568125176,1161.8108750907597,1165.9657078430996,1188.3846053463908,1257.6062302540909,1261.3187723830654,1264.842085307479,1259.056341330675,1189.3969884163691,1172.3703562377118,1126.722936930972
39,1225.0742762900918,1227.3383827778532,1203.4380736126045,1207.6782995259077,1190.108819912487,1299.2200317220945,1363.386735148727,1261.671575350473,1262.0390676993532,1266.5523334688785,1290.9052854944748,1366.0985866041099,1370.1314058070454,1373.9586712025368,1367.6737972260707,1292.0050057787164,1273.5095040912033,1223.924130309727
40,1133.4033178490524,1135.4980037426812,1113.386128381504,1117.309062861135,1101.0542880510425,1202.0008280878167,1261.3660077889372,1167.2620813396736,1167.6020746409501,1171.7776177051678,1194.3082651601258,1263.8749343875372,1267.605982172439,1271.146857514851,1265.3322737340527,1195.3256945870498,1178.2141909144789,1132.3392360252924
41,1255.7459665513193,1258.066758559506,1233.5680669989595,1237.9144537372572,1219.9050941531414,1331.748079339614,1397.5212986246527,1293.2595374189714,1293.6362305254843,1298.262493108696,1323.2251601662144,1400.3010456105221,1404.4348328803464,1408.357919975003,1401.9156941451288,1324.3524137034067,1305.3938476042372,1254.5670248302
42,903.5125156084654,905.1823315436735,887.5554587281673,890.6826953829753,877.7249139401017,958.1962350437722,1005.5202387824407,930.5036282115761,930.7746598894342,934.1032679485164,952.0639723506783,1007.5202740275114,1010.4945448072986,1013.3172162585785,1008.6820178819092,952.8750342264445,939.2342962070882,902.6642639488327
43,843.665822638095,845.2250336177934,828.7657263060221,831.685821644365,819.5863353044282,894.727412096244,938.9167773291367,868.8691029743786,869.122182106666,872.2303104478813,889.0013370721279,940.7843346138316,943.5615962021648,946.1973000699494,941.869127096153,889.758675983109,877.0214706166278,842.8737573131933
44,1019.8162629360086,1021.7010242618528,1001.8051498257892,1005.334936899602,990.7091779657442,1081.5390896091947,1134.9548285239312,1050.281779585606,1050.5876995458452,1054.3447793570815,1074.6174575177995,1137.2123163109097,1140.5694471300214,1143.7554641482825,1138.5236044841379,1075.5329225244982,1060.1362941100917,1018.8588209276116
45,1204.173533664646,1206.3990126929193,1182.9064618327786,1187.0743461156985,1169.8046158142747,1277.054303470025,1340.1262718431185,1240.146453662262,1240.5076762990527,1244.943942160838,1268.8814134337094,1342.7918569533465,1346.7558730495261,1350.5178422498898,1344.3401932278268,1269.9623716142437,1251.7824179126615,1203.043010090516
46,911.3077794848825,912.9920021445301,895.2130493937277,898.3672670084088,885.2976892994568,966.4632953982436,1014.1955979600704,938.5317641749036,938.8051342414516,942.1624606389227,960.2781251858556,1016.2128889732992,1019.2128209643788,1022.0598456685678,1017.3846560423681,961.0961846861512,947.3377580343819,910.4522093372309
47,766.0934923654793,767.509338963409,752.5634114622063,755.2150135252081,744.2280356279573,812.4601346355265,852.5864313614309,788.9794129916278,789.2092223202701,792.0315683626831,807.2605535987425,854.2822728238132,856.8041742358743,859.1975336996942,855.2673221632243,807.9482576583944,796.3821969263483,765.3742548727976
48,998.1849915873272,1000.0297753356915,980.5559112894276,984.0108282275389,969.695295529207,1058.5986184951248,1110.8813588641935,1028.004305698903,1028.3037368062855,1031.9811253870234,1051.8238007931309,1113.0909631915124,1116.3768860780378,1119.4953246499178,1114.3744376973943,1052.7198479177173,1037.6497966125323,997.24785783311
49,1089.8981316461486,1091.9124139461019,1070.6492931630469,1074.4216475338055,1058.7908050818266,1155.8625567253807,1212.9490302005765,1122.4572414415122,1122.7841842499531,1126.799450936251,1148.4652694310641,1215.3616527588383,1218.9494859209685,1222.3544463258936,1216.7630527776384,1149.4436452784112,1132.988959123279,1088.8748941336314
50,1281.3326729625428,1283.7007527385877,1258.7028831236291,1263.1378305456838,1244.7615176058675,1358.88338220135,1425.996777044499,1319.6106091953202,1319.9949776885594,1324.7155036225208,1350.186802561212,1428.8331633283788,1433.0511794184079,1437.0542021691529,1430.4807114614016,1351.3370246812829,1331.9921644767144,1280.1297094754793
51,1212.4662017702465,1214.7070067946838,1191.0526720040789,1195.2492588619139,1177.860598740444,1285.8488726873677,1349.3551928261018,1248.6868530773374,1249.050563311933,1253.5173799866964,1277.6196991814027,1352.0391347694676,1356.030449480782,1359.8183258790118,1353.5981338250847,1278.7081014945113,1260.40294962339,1211.327892726229
52,887.8901822300888,889.5311259352284,872.2090334949631,875.2821981444249,862.5484653760828,941.6283837222238,988.1341239056752,914.4146005129165,914.680945872484,917.9520000804721,935.6021519368376,990.0995772087945,993.022420865131,995.7962864463564,991.2412337379144,936.3991900123856,922.9943094418016,887.0565974068159
53,1011.5879876428153,1013.4575419793078,993.7221952167168,997.2235025919554,982.7157499845835,1072.812810481194,1125.79757038456,1041.807696623862,1042.1111483025666,1045.8379145287886,1065.9470248166465,1128.0368438797514,1131.36688805828,1134.5271990488302,1129.3375520686527,1066.8551034946797,1051.5827010823336,1010.6382706499028
54,819.6159603225199,821.1307238345402,805.1406118653279,807.9774658432278,796.2228921129482,869.2219684792442,912.1516546767332,844.1007862592958,844.3466510205337,847.3661778602307,863.6591231513461,913.9659746554262,916.6640665571115,919.2246360370567,915.0198436261619,864.3948730681466,852.0207593750856,818.8464739163057
55,1150.940488762339,1153.067585770306,1130.613572944631,1134.597207063453,1118.0909218161555,1220.5994095707902,1280.8831478170648,1185.3231495390332,1185.6684035630728,1189.908554883875,1212.7878194718355,1283.4308950842437,1287.2196734418899,1290.8153368152566,1284.9107838699535,1213.8209916034716,1196.4447213118485,1149.8599423804512
56,896.7796054055204,898.4369779926255,880.9414593640013,884.0453920764551,871.1841710877834,951.0558257014567,998.0271743721412,923.5695821811856,923.8385941504978,927.1423976620221,944.9692601883577,1000.0123054985912,1002.9644122267094,1005.7660493335994,1001.1653921214453,945.7742780894316,932.2351898675045,895.9376748561714
57,896.8636612847847,898.5211892187657,881.024030721,884.1282543675828,871.2658278862439,951.1449689348408,998.1207202681071,923.6561491066868,923.9251862907088,927.2292994704139,945.0578329230232,1000.1060374625065,1003.0584208939811,1005.8603206005879,1001.2592321651043,945.8629262790773,932.3225690274373,896.0216518206029
58,891.7910106626529,893.4391636375755,876.0409688683792,879.1276350614805,866.337958317375,945.7653038567694,992.4753608771628,918.4319604795212,918.6994759923039,921.9849011456121,939.7125966166928,994.4494491401916,997.3851339247067,1000.1711861185829,995.596121386726,940.5131363739231,927.0493632282084,890.9537635943809
59,1196.6255067833094,1198.8370360152624,1175.4917416762507,1179.6335007357488,1162.472020935523,1269.04944375335,1331.7260630347805,1232.3729405369988,1232.7318989501568,1237.1403573132375,1260.927783205117,1334.3749396661192,1338.314108429904,1342.0524967726442,1335.9135706252987,1262.0019656999416,1243.9359679817826,1195.5020695817736
60,1054.9108819615067,1056.860502991092,1036.2799580326123,1039.9312145682281,1024.80214395324,1118.75775702066,1174.0116751009077,1086.4247989348592,1086.7412464232884,1090.627617450419,1111.5979329626227,1176.3468491110991,1179.8195078261635,1183.1151642545108,1177.7032622353056,1112.544901581108,1096.6184337945338,1053.9204917998543
61,950.0702979716467,951.8261591199038,933.2909777927714,936.5793601993622,922.9538673989755,1007.5718563015964,1057.3344545572822,978.4522561077265,978.7372539826802,982.2373844135169,1001.1235995885784,1059.4375511369221,1062.5650853737864,1065.5332084052504,1060.659159372389,1001.9764552874989,987.6328133226995,949.1783361082523
62,820.2319676109473,821.7478695895288,805.7457397656226,808.5847258673601,796.8213176298957,869.8752586709504,912.8372099790129,844.735195862909,844.9812454112814,848.0030416681578,864.3082324175551,914.6528935650347,917.3530132997012,919.9155072534716,915.7075546030294,865.0445353095698,852.6611214752332,819.461902873835
63,1281.5153886821267,1283.8838061420606,1258.8823718761485,1263.3179517136768,1244.9390183449018,1359.0771565116825,1426.2001216034412,1319.7987832793165,1320.1832065828073,1324.9044056552216,1350.379336755031,1429.0369123508704,1433.2555299223582,1437.2591234969009,1430.6846954212747,1351.5297228946938,1332.18210414808,1280.3122536546475
64,1047.806978912035,1049.74347094749,1029.3015179768174,1032.928186489993,1017.9009969463971,1111.2239010546077,1166.1057322753325,1079.10867719022,1079.4229936813142,1083.2831933953387,1104.1122921556225,1168.4251809289503,1171.8744543218445,1175.1479173837647,1169.7724597959473,1105.0528837678871,1089.2336668259206,1046.8232581627567
65,1076.3196321794592,1078.308819536737,1057.3106054140658,1061.0359618954583,1045.5998563457047,1141.4622392513459,1197.8375007085274,1108.4731041980845,1108.7959737884682,1112.7612162615162,1134.1571110851758,1200.2200656006924,1203.7631997315425,1207.125739426036,1201.6040062727375,1135.1232978338026,1118.8736124403881,1075.3091426748654
66,852.8840447764675,854.4602923040331,837.8211441749947,840.7731456149857,828.5414555637583,904.5035530950624,949.1757485836561,878.3627059928594,878.6185503665463,881.7606393314056,898.7149127398201,951.0637115283228,953.8713185609901,956.5358211581913,952.1603568767999,899.4805266314015,886.6041495865854,852.0833250366101
67,981.803580940779,983.6180895794283,964.4638149544696,967.86203256972,953.7814349001972,1041.2257479094221,1092.650465920981,1011.1335244108634,1011.4280414953225,1015.0450797272217,1034.5621130761022,1094.8238079961552,1098.0558049545102,1101.12306621632,1096.0862191489389,1035.4434549947093,1020.6207212719119,980.8818266733182
68,1200.0967580901183,1202.314702673986,1178.9016867436974,1183.0554604948982,1165.844197526216,1272.7307872606227,1335.5892230714132,1235.9478903906202,1236.3078900943522,1240.7291368083138,1264.5855668562513,1338.245783741255,1342.196379509263,1345.9456124189512,1339.7888780640328,1265.6628654115038,1247.5444606388132,1198.9700619468065
69,761.7519961018986,763.1598190150223,748.2985909520069,750.9351662322937,740.0104521761593,807.8558759203962,847.7547745949623,784.5082208882088,784.736727874054,787.5430795177158,802.6857612109839,849.4410056253988,851.948615275858,854.3284114327538,850.4204726330593,803.369568011835,791.8690528169236,761.0368345698121
70,1244.4014534721393,1246.7012792530854,1222.4239109014002,1226.7310320218794,1208.8843704840178,1319.7169568780123,1384.8959754518291,1281.5761236332069,1281.9494136629928,1286.53388220682,1311.2710344624052,1387.650609973173,1391.7470522663873,1395.6346978672693,1389.2506716391717,1312.3881042977687,1293.6008114551362,1243.233162408184
71,821.9344403842094,823.4534887676464,807.418144936709,810.2630236355809,798.4751992779994,871.6807710168483,914.7318941144489,846.4885275158579,846.7350877644633,849.7631560590764,866.1021898485036,916.5513463317751,919.2570704326627,921.8248830967008,917.6081964233217,866.8400210101738,854.4309041726314,821.1627773013846
72,1181.314084230125,1183.497315838162,1160.4507362300556,1164.539499408458,1147.5976093356528,1252.8113206613357,1314.6859612145986,1216.6041116688962,1216.9584770294143,1221.3105269602643,1244.7935808266282,1317.3009441430504,1321.1897092700178,1324.8802630619657,1318.8198875486587,1245.8540186185492,1228.019184387496,1180.2050219701287
73,939.6142870192364,941.3508240149164,923.0196318656114,926.2718239370948,912.7962866739532,996.4830112052683,1045.6979465422285,967.6838871479611,967.9657484751158,971.4273581752257,990.1057208649063,1047.77789746526,1050.871011583629,1053.806468898681,1048.986061275491,990.9491904494016,976.7634076217646,938.7321416536663
74,840.4239450537549,841.9771645958617,825.5811039606726,828.4899785154215,816.4369857663057,891.2893248067772,935.3088876027681,865.5303790471125,865.7824856953381,868.8786707157169,885.585252848056,937.1692685956941,939.9358582546358,942.5614341439501,938.249892645044,886.33968160199,873.6514203309749,839.6349233259186
75,1225.568538632846,1227.8335585856917,1203.9236067211964,1208.1655433748479,1190.5889752670207,1299.7442085406435,1363.936800344639,1262.1806030565378,1262.5482436720436,1267.0633303412126,1291.4261076870803,1366.6497459100524,1370.6841921740615,1374.5130016989146,1368.2255920586153,1292.52627165897,1274.023307868814,1224.417928620334
76,804.3017573185492,805.7882180679966,790.0968750742643,792.8807235473752,781.3457794205257,852.9808966538933,895.1084584893013,828.3290938785137,828.5703647530443,831.5334729171207,847.5219909108191,896.8888786102401,899.5365577221482,902.0492839648703,897.923056452278,848.2439936287712,836.1010854005417,803.5466484642668
77,853.1187271985997,854.6954084516992,838.0516818390919,841.0044955616579,828.7694397977459,904.752439313497,949.4369269525927,878.604399208503,878.8603139811821,882.0032675337345,898.9622061366421,951.3254093954483,954.1337889786433,956.799024749278,952.4223565005223,899.728030697099,886.848110545372,852.3177871300244
78,993.2016102906198,995.0371840619703,975.6605421645872,979.098210628121,964.8541474053898,1053.3136256324892,1105.3353474201408,1022.872053187464,1023.1699894022237,1026.8290188314736,1046.5726308191474,1107.5339204246382,1110.8034385296924,1113.9063084759316,1108.810987257693,1047.4642044798777,1032.4693895411456,992.2691551228997
79,994.4879141382258,996.3258651767695,976.9241284257657,980.3662490429466,966.1037382128623,1054.6777810621109,1106.7668766238294,1024.1967834778616,1024.4951055523454,1028.1588738217104,1047.9280559290887,1108.9682970189124,1112.242049504655,1115.3489380041358,1110.2470177920773,1048.8207842744448,1033.806549423431,993.5542513398921
80,909.5687193429003,911.2497279791811,893.5047030283944,896.6529014097754,883.6082645409849,964.6189812888372,1012.2601956950055,936.7407521592007,937.0136005501993,940.3645201193154,958.4456143148607,1014.2736370863231,1017.2678442693061,1020.1094359603051,1015.443168057499,959.2621127018829,945.5299414294102,908.7147818905639
81,888.2169334737273,889.858481060301,872.5300139406434,875.6043095411972,862.8658906493889,941.9749110874142,988.4977657842879,914.7511129712123,915.0175563481689,918.289814332313,935.9464615967648,990.4639423911716,993.3878616791783,996.1627480668574,991.6060190597393,936.7437929891978,923.333979306969,887.3830418840513
82,1089.7337238175216,1091.747702269097,1070.487788963343,1074.2595742858825,1058.6310896990956,1155.688198363232,1212.7660605169883,1122.2879221698906,1122.61481566,1126.6294766554925,1148.2920269272756,1215.1783191384523,1218.7656110868281,1222.1700578637997,1216.5795077603084,1149.2702551895925,1132.818051173977,1088.7106406572807
83,861.9141186639365,863.507055015412,846.6917367047996,849.6749930278926,837.3137976053224,914.0801584565419,959.225329408152,887.6625401071105,887.9210932823189,891.0964497185156,908.2302297580178,961.1332815236696,963.9706146358752,966.6633281668765,962.2415378157281,909.0039497339521,895.9912415702347,861.1049211498045
84,868.4716818835265,870.0767375176586,853.133485912427,856.1394392670633,843.6841981400569,921.0346082062957,966.5232499355201,894.4160009199319,894.6765212038756,897.8760361961561,915.140172431672,968.4457180177062,971.3046379572481,974.0178380295756,969.5624060787092,915.9197789774474,902.808068309195,867.6563278814785
85,1118.5521420140662,1120.6193808832902,1098.797241173896,1102.6687727779324,1086.6269870380686,1186.2508074459072,1244.838115132421,1151.967248386135,1152.3027866975413,1156.4236169130522,1178.659041474482,1247.3141668404273,1250.9963260736288,1254.4908047260965,1248.7524104224028,1179.6631393511266,1162.7758506123223,1117.502003034851
86,993.0842835687657,994.9196405041273,975.5452875658548,978.982549938251,964.7401693640643,1053.1891978894214,1105.2047743607354,1022.7512215016983,1023.0491225213082,1026.7077197100907,1046.4489993885459,1107.4030876482116,1110.6722195256991,1113.7747229304875,1108.6800036215984,1047.3404677278447,1032.3474241238177,992.1519385518015
87,908.2852471969707,909.9638837994338,892.2438984578254,895.3876544866425,882.3614246141778,963.2578289453246,1010.8318178957486,935.4189381634181,935.6914015441338,939.0375927053368,957.0931730718833,1012.8424181647977,1015.8324002887648,1018.6699822730664,1014.0102988368888,957.9085193162309,944.1957252045562,907.4325147167394
88,1089.5132957162452,1091.5268667862408,1070.271253872611,1074.0422762496173,1058.4169529462774,1155.4544291867214,1212.5207458000355,1122.0609091020538,1122.3877364691186,1126.4015853909082,1148.0597538263573,1214.9325164769898,1218.5190827986041,1221.9228409341924,1216.3334216705728,1149.0377842155665,1132.5889081029184,1088.4904195022275
