row,col,value
102,0,1149.008051
103,0,1058.154217
104,0,818.9243248
105,0,803.8513379
106,0,790.6178103
107,0,1028.445566
108,0,1230.387486
109,0,856.0640783
110,0,787.0583634
111,0,1177.270893
112,0,846.5139798
113,0,995.6327471
114,0,1022.34748
115,0,1131.403212
116,0,1072.597393
117,0,1076.996794
118,0,974.4251505
119,0,1171.233213
120,0,1024.332322
121,0,975.6984805
122,0,848.7001431
123,0,1188.626659
124,0,1050.185133
125,0,844.5001301
126,0,840.0904399
127,0,1147.064173
128,0,1276.852945
129,0,824.0220727
130,0,1198.607629
131,0,941.3525532
132,0,1014.515394
133,0,972.4614287
134,0,1109.11472
135,0,1064.064056
136,0,824.6616586
137,0,778.8454153
138,0,1063.241752
139,0,1262.422521
140,0,1003.349817
141,0,1035.764216
142,0,1285.064857
143,0,1171.891823
144,0,1201.368723
145,0,781.0692886
146,0,1285.780862
147,0,980.5414307
148,0,1055.218976
149,0,1000.439955
150,0,1135.823416
151,0,883.0961783
152,0,1114.364617
153,0,938.8940871
154,0,962.8433102
155,0,916.1396082
156,0,1012.498216
157,0,833.0878105
158,0,1188.053462
159,0,765.5531344
160,0,1142.617688
161,0,829.4436968
162,0,1032.155678
163,0,1178.262804
164,0,837.3105093
165,0,1115.169478
166,0,884.5960281
167,0,1286.678756
168,0,1080.432414
169,0,1232.981096
170,0,911.0812503
171,0,1214.919415
172,0,938.8187532
173,0,930.046387
174,0,958.6974511
175,0,1197.146856
176,0,1216.357916
177,0,765.0863714
178,0,1044.656091
179,0,1119.10097
180,0,761.0356739
181,0,1235.2059
182,0,771.0155632
183,0,1192.373219
184,0,795.1742395
185,0,1014.678645
186,0,1104.93521
187,0,1075.381427
188,0,909.8756768
189,0,1156.765462
190,0,948.5799095
191,0,1200.772412
192,0,903.268475
193,0,1020.025665
194,0,849.4437278
195,0,1195.014573
196,0,774.7950997
197,0,1057.849837
198,0,1124.396693
199,0,1156.870087
200,0,849.6133107
201,0,887.1750812
202,0,1235.201415
203,0,776.8377078
204,0,820.0467251
205,0,1026.037528
206,0,839.6280255
207,0,1215.106815
208,0,1152.033728
209,0,1186.191769
210,0,1228.754854
211,0,1095.31008
212,0,980.6954431
213,0,1224.007078
214,0,980.6349686
215,0,873.9557746
216,0,914.4341317
217,0,915.0067194
218,0,794.0624314
219,0,1147.564826
220,0,795.8862615
221,0,1156.835096
222,0,1266.166606
223,0,1056.647615
224,0,1013.336981
225,0,957.0870616
226,0,1207.409938
227,0,1148.156828
228,0,1115.560039
229,0,1071.485447
230,0,1085.880746
231,0,856.5530521
232,0,1190.223338
233,0,923.9102755
234,0,875.7488073
235,0,854.7161882
236,0,856.3714819
237,0,793.7804795
238,0,892.9878059
239,0,852.2243107
240,0,878.1513069
241,0,805.4088885
242,0,913.0410491
243,0,978.13537
244,0,1157.238373
245,0,919.1783169
246,0,982.5622707
247,0,1034.983976
248,0,1182.564614
249,0,1098.589161
250,0,808.8853731
251,0,892.3903611
252,0,1067.238458
253,0,1159.227465
254,0,1227.773493
255,0,1148.704158
256,0,873.7647303
257,0,883.8440584
258,0,1167.224819
259,0,1235.705
260,0,909.0685321
261,0,785.6948493
262,0,779.3801622
263,0,1099.660092
264,0,1112.288483
265,0,1237.599805
266,0,869.4719582
267,0,1220.939475
268,0,1001.106859
269,0,819.03578
270,0,1120.201546
271,0,1240.789163
272,0,1195.030739
273,0,941.3078504
274,0,1170.58791
275,0,805.9861841
276,0,1213.918739
277,0,1272.370045
278,0,994.3633184
279,0,847.6009252
280,0,943.5036255
281,0,1067.497572
282,0,929.6878895
283,0,1030.161135
284,0,1128.942388
285,0,976.364104
286,0,964.3145097
287,0,1251.085596
288,0,1221.786342
289,0,1280.410552
290,0,902.1868035
291,0,1244.23908
292,0,801.4750775
293,0,1180.990201
294,0,1001.506564
295,0,831.0620385
296,0,1261.459864
297,0,774.965789
298,0,929.8426915
299,0,907.7572152
300,0,1037.835414
301,0,1115.619818
302,0,954.7090593
303,0,1092.559187
304,0,841.6845038
305,0,993.3863244
306,0,1210.98361
307,0,1082.711525
308,0,763.4270825
309,0,1227.567837
310,0,897.8577135
311,0,1134.904965
312,0,777.1524043
313,0,1001.808237
314,0,1124.748827
315,0,1232.65433
316,0,1214.696755
317,0,862.5640129
318,0,1202.361983
319,0,991.6854385
320,0,1141.735168
321,0,1251.536171
322,0,1141.27364
323,0,1088.40638
324,0,772.3561485
325,0,1116.828578
326,0,885.6103691
327,0,1119.911773
328,0,1036.472567
329,0,835.870963
330,0,937.1900418
331,0,866.0772445
332,0,942.6879356
333,0,1147.993798
334,0,939.1508689
335,0,1086.679002
336,0,951.4756409
337,0,792.8439965
338,0,1239.044035
339,0,992.0497914
340,0,769.1063358
341,0,1271.239119
342,0,951.534439
343,0,1127.37663
344,0,806.4614516
345,0,843.1850325
346,0,980.6656974
347,0,1248.055404
348,0,1016.60512
349,0,1208.812931
350,0,1019.420898
351,0,819.6653244
352,0,782.5873257
353,0,979.1485167
354,0,1133.394611
355,0,1265.829295
356,0,1272.234085
357,0,1013.225949
358,0,1001.730745
359,0,1244.148463
360,0,1219.491058
361,0,1008.318873
362,0,1188.961381
363,0,1192.282221
364,0,893.5757209
365,0,1101.666975
366,0,838.3653221
367,0,1079.768439
368,0,768.6338969
369,0,1114.697358
370,0,972.5219842
371,0,1216.249302
372,0,1011.471873
373,0,1031.290223
374,0,783.8774408
375,0,1198.555023
376,0,906.7182683
377,0,1121.289088
378,0,800.6811242
379,0,969.8532716
380,0,1233.68313
381,0,829.8637147
382,0,1149.867807
383,0,1051.964456
384,0,1094.411687
385,0,759.9456617
386,0,1252.530798
387,0,893.7771569
388,0,1029.201244
389,0,803.7652402
390,0,1272.502386
391,0,807.7155202
392,0,1270.281097
393,0,962.0437457
394,0,1071.588108
395,0,1212.547855
396,0,953.8192894
397,0,968.4702762
398,0,857.0027572
399,0,846.8798422
400,0,1142.538097
401,0,906.2706415
402,0,1038.233241
403,0,868.6891989
404,0,905.0823877
405,0,1008.629085
406,0,1281.489625
407,0,942.9599396
408,0,1048.316213
409,0,914.6390437
410,0,1017.686181
411,0,1203.034008
412,0,1199.192739
413,0,974.8753502
414,0,841.945775
415,0,1221.548971
416,0,942.1442277
417,0,1122.20854
418,0,1167.299538
419,0,1150.885045
420,0,843.2500505
421,0,1140.535933
422,0,1248.710156
423,0,1118.780148
424,0,1185.026722
425,0,1053.015166
426,0,847.9328269
427,0,1000.644828
428,0,860.5146062
429,0,815.6174529
430,0,1266.775316
431,0,1100.939298
432,0,914.4550441
433,0,992.4038655
434,0,1151.182594
435,0,797.8655316
436,0,955.8859801
437,0,1145.518975
438,0,765.6567207
439,0,1274.345212
440,0,1029.740048
441,0,850.6202411
442,0,799.7898885
443,0,1262.704022
444,0,942.7956704
445,0,1164.847
446,0,774.2718307
447,0,1259.851091
448,0,1176.505449
449,0,966.7136279
450,0,913.9760149
451,0,768.3722342
452,0,962.9981399
453,0,898.9292626
454,0,896.7196279
455,0,1068.36974
456,0,1108.714387
457,0,805.5114047
458,0,1285.693081
459,0,1151.424163
460,0,834.5350742
461,0,770.464076
462,0,771.3833588
463,0,858.237004
464,0,1123.454133
465,0,957.9403523
466,0,921.9931798
467,0,944.6334518
468,0,998.6314298
469,0,988.3375263
470,0,1080.103988
471,0,903.3465492
472,0,925.7912804
473,0,911.9367742
474,0,768.8770124
475,0,890.0846878
476,0,858.5148239
477,0,1042.88203
478,0,1085.597192
479,0,1091.297533
480,0,1213.909454
481,0,1134.083939
482,0,884.1080674
483,0,827.3447378
484,0,1166.67471
485,0,935.7379828
486,0,1168.804002
487,0,1010.09358
488,0,833.0342551
489,0,1062.97852
490,0,1137.066579
491,0,1070.062528
492,0,760.2767647
493,0,939.0654464
494,0,1052.684023
495,0,1098.822972
496,0,1048.549655
497,0,1256.163797
498,0,777.2367009
499,0,1138.399385
500,0,890.9205719
501,0,965.6310102
502,0,777.251334
503,0,983.0710945
504,0,768.1411477
505,0,979.6208255
506,0,1159.617663
507,0,957.4686891
508,0,1014.470297
509,0,1186.093895
510,0,1181.390755
511,0,1252.27627
512,0,1061.005245
513,0,1005.317288
514,0,1273.680618
515,0,919.6266722
516,0,763.3928276
517,0,990.9970228
518,0,854.1499069
519,0,1220.310118
520,0,905.6939918
521,0,1118.95251
522,0,1023.032633
523,0,955.4895289
524,0,843.2720905
525,0,798.2970209
526,0,1038.449297
527,0,1017.883926
528,0,818.5807901
529,0,832.4972256
530,0,914.1373705
531,0,838.2749964
532,0,801.8635111
533,0,1205.109325
534,0,796.3264999
535,0,856.1159192
536,0,882.5417695
537,0,771.6876756
538,0,922.3536995
539,0,1148.938322
540,0,848.2133013
541,0,767.2243258
542,0,1065.283735
543,0,995.2347209
544,0,949.5771699
545,0,1185.475156
546,0,1106.393281
547,0,766.4740506
548,0,833.439146
549,0,910.0152811
550,0,866.9491879
551,0,805.1288307
552,0,879.1320518
553,0,782.6478435
554,0,932.265351
555,0,1217.520226
556,0,1209.41308
557,0,1174.368316
558,0,773.6260711
559,0,1003.397319
560,0,852.9323037
561,0,780.3876454
562,0,1176.879821
563,0,931.7589173
564,0,1210.122115
565,0,883.5219584
566,0,1190.50732
567,0,882.958822
568,0,1183.681043
569,0,939.994696
570,0,916.3096668
571,0,1241.059863
572,0,1210.415276
573,0,985.8699094
574,0,1093.154704
575,0,836.2044467
576,0,960.4425109
577,0,1160.494652
578,0,811.8278594
579,0,1269.831366
580,0,1215.555786
581,0,1012.50149
582,0,906.2384532
583,0,1178.132177
584,0,987.777184
585,0,1172.635305
586,0,1193.378193
587,0,1011.804861
588,0,1200.969415
589,0,1009.234344
590,0,1116.382005
591,0,1237.62572
592,0,804.2291762
593,0,924.5726159
594,0,1093.300318
595,0,821.5653075
596,0,1092.863785
597,0,1032.6943
598,0,887.2248443
599,0,1018.025689
600,0,1269.267808
601,0,1092.487029
602,0,932.7184426
603,0,1251.457994
604,0,830.4677208
605,0,933.2405572
606,0,903.5548827
607,0,1229.096519
608,0,930.8797591
609,0,1156.664865
610,0,981.2981442
611,0,993.221083
612,0,1018.852361
613,0,813.0993478
614,0,992.744977
615,0,987.3294087
616,0,1056.518061
617,0,1259.126379
618,0,1172.983222
619,0,992.7265535
620,0,1056.288983
621,0,1191.780371
622,0,820.2286944
623,0,1052.118409
624,0,1111.510565
625,0,882.4376531
626,0,1037.40675
627,0,1132.48979
628,0,775.6406432
629,0,1263.9427
630,0,901.5738835
631,0,793.0806185
632,0,857.4318109
633,0,1271.522147
634,0,1086.306254
635,0,1080.1749
636,0,1264.282796
637,0,1280.695155
638,0,917.9565329
639,0,771.1860531
640,0,1203.855881
641,0,887.4222978
642,0,836.977426
643,0,900.2013967
644,0,1030.319492
645,0,988.5171164
646,0,784.6475707
647,0,1257.104346
648,0,1090.90639
649,0,1033.577356
650,0,1223.196155
651,0,1151.991533
652,0,796.1908559
653,0,903.1766995
654,0,1234.842621
655,0,1194.913988
656,0,1170.046645
657,0,1077.779582
658,0,1246.43787
659,0,1081.981662
660,0,1173.744313
661,0,1049.735365
662,0,829.7532714
663,0,1232.268161
664,0,1004.551857
665,0,965.4400041
666,0,1195.443996
667,0,1069.419217
668,0,1224.804134
669,0,1107.819963
670,0,1062.178746
671,0,1173.87579
672,0,982.4044306
673,0,1065.012702
674,0,918.2105561
675,0,795.6665005
676,0,1232.162093
677,0,1007.86726
678,0,962.6345009
679,0,1044.646445
680,0,918.946452
681,0,972.3696446
682,0,831.9663085
683,0,892.2199326
684,0,1210.097377
685,0,1123.895256
686,0,849.5886233
687,0,932.961947
688,0,948.1595937
689,0,1240.278723
690,0,1281.09725
691,0,759.1359873
692,0,823.5409245
693,0,1037.759665
694,0,800.0367566
695,0,858.1352879
696,0,991.5440884
697,0,1016.224471
698,0,1254.072142
699,0,1248.208595
700,0,1020.449984
701,0,1036.06007
702,0,770.4911171
703,0,1231.287321
704,0,1214.437153
705,0,1046.322836
706,0,770.732875
707,0,1186.996889
708,0,826.3170507
709,0,1103.342996
710,0,936.1438605
711,0,1050.633002
712,0,1081.959656
713,0,1187.465246
714,0,1076.650744
715,0,1172.36273
716,0,883.8246164
717,0,1201.413901
718,0,847.4610219
719,0,962.9694883
720,0,990.2158291
721,0,993.9637404
722,0,921.0931152
723,0,1172.924657
724,0,1027.693824
725,0,1275.264533
726,0,1135.227832
727,0,1219.719548
728,0,1266.965405
729,0,1008.799201
730,0,968.4328237
731,0,1010.952416
732,0,951.9233081
733,0,1066.346975
734,0,1058.074218
735,0,961.9058728
736,0,871.4903914
737,0,1232.969571
738,0,935.1310367
739,0,1087.676262
740,0,900.431556
741,0,863.7871991
742,0,1028.825063
743,0,1056.997532
744,0,1082.253749
745,0,1065.469026
746,0,894.8013507
747,0,902.2810871
748,0,1075.099732
749,0,862.5969703
750,0,1028.462189
751,0,905.4431745
752,0,812.6384206
753,0,1107.973787
754,0,817.5964755
755,0,985.4667709
756,0,1185.611889
757,0,1092.127923
758,0,927.1557597
759,0,1128.567171
760,0,1021.547931
761,0,766.4615169
762,0,1271.368298
763,0,1146.01063
764,0,1011.684807
765,0,1023.35998
766,0,825.4814362
767,0,826.3649612
768,0,1087.321298
769,0,1046.457623
770,0,1195.73818
771,0,1190.815102
772,0,1040.719986
773,0,853.0709979
774,0,873.6053375
775,0,1130.381179
776,0,1071.616722
777,0,838.9692527
778,0,1167.898636
779,0,1157.609808
780,0,1157.327214
781,0,869.7929532
782,0,1261.400044
783,0,1156.564306
784,0,1155.692263
785,0,1070.933281
786,0,844.1950271
787,0,806.2955186
788,0,875.6639178
789,0,1083.159399
790,0,841.9721033
791,0,857.9794982
792,0,997.4742539
793,0,1035.566373
794,0,963.2667072
795,0,1086.757251
796,0,1106.167001
797,0,784.7716256
798,0,856.4338933
799,0,845.6161198
800,0,993.403094
801,0,1064.491402
802,0,804.6362939
803,0,896.5197921
804,0,761.5899944
805,0,1205.260154
806,0,1100.173697
807,0,811.092478
808,0,829.9928887
809,0,989.6676348
810,0,1164.13764
811,0,833.9905599
812,0,890.8985438
813,0,795.3629733
814,0,883.8481053
815,0,764.4938044
816,0,1230.096649
817,0,1166.479726
818,0,1175.948912
819,0,832.0119121
820,0,853.3455348
821,0,1075.553974
822,0,974.7518673
823,0,1069.253919
824,0,884.3324252
825,0,824.6535475
826,0,1083.493434
827,0,1154.23857
828,0,1248.355599
829,0,852.5087003
830,0,1199.746467
831,0,1158.064966
832,0,1114.615688
833,0,1238.751285
834,0,967.2707952
835,0,875.4398806
836,0,888.2881267
837,0,937.1809487
838,0,973.1609217
839,0,962.4732535
840,0,1013.734358
841,0,1083.487874
842,0,929.9462247
843,0,849.0614448
844,0,853.4712169
845,0,1260.433591
846,0,1211.955602
847,0,936.0095571
848,0,1112.983567
849,0,769.4936957
850,0,1034.514617
851,0,804.2477972
852,0,1079.884576
853,0,1150.434094
854,0,984.3134759
855,0,939.4490835
856,0,985.0691171
857,0,1220.755266
858,0,1026.289486
859,0,1000.5384
860,0,956.4383341
861,0,902.0099919
862,0,770.505557
863,0,889.4205028
864,0,949.4164041
865,0,1204.262735
866,0,1080.127455
867,0,1154.987009
868,0,816.0085
869,0,878.475521
870,0,1233.671951
871,0,1033.67861
872,0,1175.120746
873,0,947.3349717
874,0,947.3120181
875,0,1019.662166
876,0,977.9987902
877,0,895.096913
878,0,1268.229698
879,0,1264.531774
880,0,857.2648588
881,0,894.7971766
882,0,857.9911409
883,0,1176.425721
884,0,933.9846204
885,0,1071.105144
886,0,976.7125949
887,0,870.0369932
888,0,1197.829462
889,0,1072.009828
890,0,1282.660444
891,0,884.1456024
892,0,1122.433893
893,0,1134.698586
894,0,1210.719478
895,0,962.1327991
896,0,826.8597022
897,0,1150.500104
898,0,1187.58167
899,0,945.7353685
900,0,963.0442649
901,0,874.7472989
902,0,1148.406188
903,0,883.4955498
904,0,1093.127847
905,0,1220.598983
906,0,944.1181641
907,0,1052.370186
908,0,1038.896604
909,0,791.5028931
910,0,838.0227108
911,0,983.0851023
912,0,827.0769569
913,0,1131.201977
914,0,1081.956927
915,0,835.7248055
916,0,830.7001374
917,0,1187.055224
918,0,1267.399756
919,0,1061.519453
920,0,781.3270665
921,0,762.4554034
922,0,1283.877013
923,0,1048.09301
924,0,1141.996267
925,0,1245.253999
926,0,1187.972761
927,0,1189.224018
928,0,972.0587353
929,0,1112.413922
930,0,1268.612148
931,0,1143.201991
932,0,954.6007796
933,0,1060.713694
934,0,1248.656322
935,0,901.3644192
936,0,771.6533389
937,0,963.7800174
938,0,1046.459462
939,0,770.6285091
940,0,998.450508
941,0,1156.596626
942,0,888.1536225
943,0,1244.484217
944,0,864.0810481
945,0,1242.350256
946,0,1237.680354
947,0,1273.951776
948,0,777.1456548
949,0,930.8736702
950,0,891.0765359
951,0,1188.380047
952,0,1193.560274
953,0,1199.246041
954,0,863.6526479
955,0,1115.782589
956,0,1265.039552
957,0,821.0526332
958,0,846.0356847
959,0,1262.473516
960,0,865.397859
961,0,1021.173506
962,0,1074.288461
963,0,774.0380591
964,0,978.4589202
965,0,1115.497325
966,0,1148.978764
967,0,1046.371055
968,0,874.4348061
969,0,772.1586475
970,0,1256.914444
971,0,872.0863133
972,0,965.9692688
973,0,1131.397872
974,0,1179.327128
975,0,813.9236726
976,0,1020.090983
977,0,860.0702705
978,0,1253.238284
979,0,919.2586129
980,0,850.0032346
981,0,1138.092858
982,0,792.8399247
983,0,1012.929878
984,0,878.0113795
985,0,1251.170709
986,0,1019.345456
987,0,966.1857049
988,0,1224.750315
989,0,964.2580531
990,0,759.0792452
991,0,932.5828018
992,0,1121.54098
993,0,829.9319956
994,0,992.392908
995,0,849.682597
996,0,785.0507218
997,0,991.5202518
998,0,1070.454818
999,0,1232.708186
1000,0,774.7138948
1001,0,1169.077361
1002,0,1180.375991
1003,0,1167.637086
1004,0,1277.850379
1005,0,863.214251
1006,0,933.2514826
1007,0,772.4353473
1008,0,1269.924966
1009,0,1064.908547
1010,0,790.0651054
1011,0,945.2534479
1012,0,760.31317
1013,0,1093.749339
1014,0,1133.1875
1015,0,805.4344871
1016,0,940.0315824
1017,0,1213.559824
1018,0,1146.463527
1019,0,1146.590491
1020,0,877.5738325
1021,0,1127.067985
1022,0,803.4060441
1023,0,876.5878782
1024,0,1158.675005
1025,0,1005.526624
1026,0,869.3238675
1027,0,1082.833798
1028,0,852.3057934
1029,0,1188.036096
1030,0,922.358737
1031,0,1012.58423
1032,0,1007.969055
1033,0,1114.825342
1034,0,1192.20724
1035,0,1036.268983
1036,0,1219.096827
1037,0,957.2782708
1038,0,1265.930853
1039,0,776.5908534
1040,0,1133.427145
1041,0,837.5489031
1042,0,957.7521287
1043,0,1084.724516
1044,0,1131.548514
1045,0,860.4773965
1046,0,868.4724687
1047,0,984.0482328
1048,0,1216.789765
1049,0,955.8695408
1050,0,1022.071578
1051,0,791.648413
1052,0,1230.686025
1053,0,1180.321402
1054,0,1052.220194
1055,0,780.0867899
1056,0,1249.469646
1057,0,839.9685678
1058,0,932.1811615
1059,0,945.4428049
1060,0,833.1818799
1061,0,853.418694
1062,0,1214.368199
1063,0,928.6250306
1064,0,829.5894403
1065,0,1088.333631
1066,0,804.906335
1067,0,1160.727423
1068,0,1151.491774
1069,0,903.038311
1070,0,848.2033312
1071,0,1273.401766
1072,0,1041.82686
1073,0,965.6099849
1074,0,1251.604656
1075,0,1061.954507
1076,0,1111.47075
1077,0,1219.255307
1078,0,1209.361314
1079,0,1136.191545
1080,0,1252.352283
1081,0,1168.6804
1082,0,824.7369189
1083,0,1139.844123
1084,0,790.1315008
1085,0,1081.110142
1086,0,1104.592173
1087,0,878.9541879
1088,0,808.0574473
1089,0,1166.894526
1090,0,874.3061626
1091,0,936.1713098
1092,0,1224.726118
1093,0,1193.399547
1094,0,1262.160371
1095,0,1202.882064
1096,0,964.2247598
1097,0,1185.298544
1098,0,920.2573816
1099,0,960.0128515
1100,0,982.4211173
1101,0,1249.419003
1102,0,1284.271223
1103,0,886.1504247
1104,0,824.9880922
1105,0,1283.718555
1106,0,1080.999885
1107,0,823.548279
1108,0,790.483706
1109,0,1028.762962
1110,0,1180.113696
1111,0,798.5896569
1112,0,800.0926777
1113,0,1122.410224
1114,0,1061.578547
1115,0,1238.429857
1116,0,1010.749753
1117,0,1195.202632
1118,0,1270.07617
1119,0,877.6343081
1120,0,966.82154
1121,0,1100.20672
1122,0,1116.042131
1123,0,898.9051593
1124,0,788.8763882
1125,0,1050.37888
1126,0,1026.430019
1127,0,1214.818975
1128,0,1232.002558
1129,0,890.0906712
1130,0,869.5481102
1131,0,1171.674737
1132,0,1214.944811
1133,0,1093.747436
1134,0,1259.39375
1135,0,1124.057515
1136,0,1122.784048
1137,0,1181.133722
1138,0,1173.924905
1139,0,1006.557939
1140,0,1230.598407
1141,0,973.8654453
1142,0,1226.057119
1143,0,1027.285817
1144,0,1129.093643
1145,0,790.1732893
1146,0,1254.56998
1147,0,1105.419479
1148,0,896.0348695
1149,0,994.196474
1150,0,1047.70494
1151,0,1197.319992
1152,0,954.2877818
1153,0,1092.48804
1154,0,871.9734221
1155,0,1201.27204
1156,0,902.4007695
1157,0,1181.854639
1158,0,915.7090102
1159,0,858.2078049
1160,0,1106.1822
1161,0,1005.976495
1162,0,1207.681733
1163,0,1118.11839
1164,0,995.0175851
1165,0,1005.567888
1166,0,1153.809203
1167,0,1193.876879
1168,0,1256.988002
1169,0,1283.189654
1170,0,794.9531323
1171,0,1195.412748
1172,0,1008.54752
1173,0,789.0299825
1174,0,1219.837433
1175,0,1273.614168
1176,0,981.2825097
1177,0,989.9808217
1178,0,921.6205548
1179,0,989.9101214
1180,0,1174.514179
1181,0,1234.851673
1182,0,791.6135264
1183,0,1253.989553
1184,0,765.2674062
1185,0,1152.068935
1186,0,782.2930987
1187,0,1017.952419
1188,0,1247.884137
1189,0,1213.975919
1190,0,1042.449043
1191,0,1103.090507
1192,0,1217.944868
1193,0,864.4463943
1194,0,1282.239531
1195,0,904.3984582
1196,0,1172.997373
1197,0,902.365053
1198,0,1052.856485
1199,0,1077.899646
1200,0,1249.804656
1201,0,1195.709481
1202,0,1211.620307
1203,0,1178.684582
1204,0,1079.428545
1205,0,998.3139631
1206,0,828.2939504
1207,0,879.9475816
1208,0,1070.543252
1209,0,844.302681
1210,0,1121.119566
1211,0,825.3181728
1212,0,1107.13011
1213,0,773.1063608
1214,0,846.4056076
1215,0,1157.991557
1216,0,1022.978417
1217,0,1066.013928
1218,0,1254.074559
1219,0,1074.99537
1220,0,759.8336072
1221,0,1035.835972
1222,0,957.1917755
1223,0,1138.53536
1224,0,964.3035265
1225,0,903.3958031
1226,0,821.9897468
1227,0,1105.766856
1228,0,1283.080357
1229,0,1095.916734
1230,0,974.5251314
1231,0,877.1429533
1232,0,985.905122
1233,0,1217.113067
1234,0,1165.846659
1235,0,993.208271
1236,0,1040.479158
1237,0,1116.03529
1238,0,1113.740314
1239,0,1202.35146
1240,0,1006.848372
1241,0,1148.590976
1242,0,1195.674114
1243,0,873.2580123
1244,0,1221.920996
1245,0,967.9256456
1246,0,1262.54232
1247,0,772.9174573
1248,0,1257.157843
1249,0,1017.791986
1250,0,1011.271424
1251,0,811.2883485
1252,0,1041.885719
1253,0,1114.663156
1254,0,1023.882965
1255,0,1280.428216
1256,0,1143.304821
1257,0,1059.754385
1258,0,900.5387526
1259,0,979.0149117
1260,0,1018.537668
1261,0,1163.140374
1262,0,1047.50498
1263,0,908.606247
1264,0,1066.472689
1265,0,1011.765728
1266,0,828.2956988
1267,0,1133.926593
1268,0,1057.434158
1269,0,1097.788723
1270,0,1054.138055
1271,0,1208.566427
1272,0,810.8032566
1273,0,849.7503407
1274,0,1257.894341
1275,0,955.4054167
1276,0,1080.287927
1277,0,1204.965073
1278,0,1078.17551
1279,0,1246.782747
1280,0,1135.596554
1281,0,854.0411559
1282,0,776.229523
1283,0,1147.380803
1284,0,893.8048709
1285,0,1275.598354
1286,0,1196.111186
1287,0,903.2147899
1288,0,1007.447731
1289,0,1015.603794
1290,0,780.9940498
1291,0,982.9829269
1292,0,764.0528132
1293,0,896.3167732
1294,0,1206.528351
1295,0,772.4860927
1296,0,1136.437746
1297,0,883.0070799
1298,0,1212.297488
1299,0,1114.338903
1300,0,1123.060339
1301,0,1271.589446
1302,0,780.4615894
1303,0,827.8555145
1304,0,908.4722373
1305,0,1189.035366
1306,0,1048.851836
1307,0,849.8314631
1308,0,805.9968966
1309,0,1245.38573
1310,0,1261.178647
1311,0,1198.175378
1312,0,822.8674313
1313,0,868.2289255
1314,0,849.6053818
1315,0,1013.118092
1316,0,796.1498841
1317,0,1087.474687
1318,0,1242.729061
1319,0,1255.210489
1320,0,989.3997846
1321,0,801.4829429
1322,0,1029.841181
1323,0,787.3272476
1324,0,888.4961835
1325,0,779.5152095
1326,0,1107.3274
1327,0,994.3025192
1328,0,972.4427573
1329,0,992.5511342
1330,0,997.4157281
1331,0,913.2774363
1332,0,1168.269534
1333,0,809.7836449
1334,0,1269.197948
1335,0,874.0070063
1336,0,844.805757
1337,0,1226.139047
1338,0,1027.541657
1339,0,995.3206229
1340,0,1089.611578
1341,0,1078.890865
1342,0,1155.3666
1343,0,1086.16466
1344,0,984.3518243
1345,0,838.4393752
1346,0,1203.95345
1347,0,1235.191908
1348,0,875.9235572
1349,0,1257.855178
1350,0,1109.251955
1351,0,1173.180432
1352,0,1226.481001
1353,0,992.2851131
1354,0,1167.398486
1355,0,820.4655853
1356,0,1094.065804
1357,0,786.1132451
1358,0,1218.26858
1359,0,1207.105069
1360,0,1243.751544
1361,0,1037.410332
1362,0,951.6849534
1363,0,1281.977625
1364,0,762.4867306
1365,0,1120.359182
1366,0,818.5842401
