,row,col,value
111,111.0,0.0,1177.2708927381173
112,112.0,0.0,846.5139797693233
113,113.0,0.0,995.6327471161482
114,114.0,0.0,1022.347480364084
115,115.0,0.0,1131.4032116503558
116,116.0,0.0,1072.5973931261449
117,117.0,0.0,1076.9967935237653
118,118.0,0.0,974.4251504754844
119,119.0,0.0,1171.2332133008622
120,120.0,0.0,1024.3323222301162
121,121.0,0.0,975.6984804929486
122,122.0,0.0,848.7001431038482
123,123.0,0.0,1188.626658814586
124,124.0,0.0,1050.185132747171
125,125.0,0.0,844.5001301320939
126,126.0,0.0,840.0904398889064
127,127.0,0.0,1147.0641733594853
128,128.0,0.0,1276.852944648689
129,129.0,0.0,824.0220726764749
130,130.0,0.0,1198.6076286194495
131,131.0,0.0,941.352553239388
132,132.0,0.0,1014.5153938803008
133,133.0,0.0,972.4614286751728
134,134.0,0.0,1109.1147196562686
135,135.0,0.0,1064.06405613183
136,136.0,0.0,824.6616586298353
137,137.0,0.0,778.8454153256065
138,138.0,0.0,1063.2417515971747
139,139.0,0.0,1262.4225205817536
140,140.0,0.0,1003.349816926247
141,141.0,0.0,1035.764216245636
142,142.0,0.0,1285.0648572791756
143,143.0,0.0,1171.8918234903351
144,144.0,0.0,1201.3687234648487
145,145.0,0.0,781.0692885600575
146,146.0,0.0,1285.780862375545
147,147.0,0.0,980.541430710336
148,148.0,0.0,1055.218975699548
149,149.0,0.0,1000.439955373224
150,150.0,0.0,1135.8234162870936
151,151.0,0.0,883.096178275164
152,152.0,0.0,1114.364616930664
153,153.0,0.0,938.8940870811252
154,154.0,0.0,962.8433101882868
155,155.0,0.0,916.1396081613732
156,156.0,0.0,1012.498215900349
157,157.0,0.0,833.0878105116396
158,158.0,0.0,1188.053462254215
159,159.0,0.0,765.5531344362709
160,160.0,0.0,1142.617688227777
161,161.0,0.0,829.4436967500787
162,162.0,0.0,1032.155678267782
163,163.0,0.0,1178.262804423739
164,164.0,0.0,837.3105092706143
165,165.0,0.0,1115.169477594046
166,166.0,0.0,884.5960281253189
167,167.0,0.0,1286.678755658199
168,168.0,0.0,1080.432413739189
169,169.0,0.0,1232.9810956078309
170,170.0,0.0,911.0812502582224
171,171.0,0.0,1214.9194146710684
172,172.0,0.0,938.8187531634856
173,173.0,0.0,930.0463870427602
174,174.0,0.0,958.697451072266
175,175.0,0.0,1197.1468559041523
176,176.0,0.0,1216.3579164841635
177,177.0,0.0,765.086371446092
178,178.0,0.0,1044.6560913046187
179,179.0,0.0,1119.100970234151
180,180.0,0.0,761.0356738864442
181,181.0,0.0,1235.2059001157272
182,182.0,0.0,771.0155631764842
183,183.0,0.0,1192.373218846488
184,184.0,0.0,795.174239522125
185,185.0,0.0,1014.6786449450852
186,186.0,0.0,1104.935210203016
187,187.0,0.0,1075.3814266396053
188,188.0,0.0,909.8756768064092
189,189.0,0.0,1156.7654617532958
190,190.0,0.0,948.579909530426
191,191.0,0.0,1200.7724121421247
192,192.0,0.0,903.268475000072
193,193.0,0.0,1020.0256651556234
194,194.0,0.0,849.4437278079961
195,195.0,0.0,1195.014573335505
196,196.0,0.0,774.7950997245182
197,197.0,0.0,1057.849837215517
198,198.0,0.0,1124.3966926054156
199,199.0,0.0,1156.8700870554217
200,200.0,0.0,849.6133106601841
201,201.0,0.0,887.1750812432172
202,202.0,0.0,1235.201414855209
203,203.0,0.0,776.8377077541476
204,204.0,0.0,820.0467251055995
205,205.0,0.0,1026.0375280249018
206,206.0,0.0,839.6280254646202
207,207.0,0.0,1215.1068154965974
208,208.0,0.0,1152.033728062454
209,209.0,0.0,1186.1917691057292
210,210.0,0.0,1228.754853577978
211,211.0,0.0,1095.3100801470512
212,212.0,0.0,980.6954431131492
213,213.0,0.0,1224.0070778553118
214,214.0,0.0,980.6349685805872
215,215.0,0.0,873.9557746409535
216,216.0,0.0,914.4341316980486
217,217.0,0.0,915.0067194158304
218,218.0,0.0,794.0624313528554
219,219.0,0.0,1147.564826051133
220,220.0,0.0,795.8862614623988
221,221.0,0.0,1156.8350957034772
222,222.0,0.0,1266.1666058268097
223,223.0,0.0,1056.6476149780788
224,224.0,0.0,1013.3369806116832
225,225.0,0.0,957.0870616004612
226,226.0,0.0,1207.409938157022
227,227.0,0.0,1148.1568277171564
228,228.0,0.0,1115.5600394297207
229,229.0,0.0,1071.485447189585
230,230.0,0.0,1085.8807461699148
231,231.0,0.0,856.553052141098
232,232.0,0.0,1190.223338418684
233,233.0,0.0,923.91027548791
234,234.0,0.0,875.7488072891829
235,235.0,0.0,854.7161882051987
236,236.0,0.0,856.3714818627983
237,237.0,0.0,793.7804794874197
238,238.0,0.0,892.9878058926499
239,239.0,0.0,852.2243106581902
240,240.0,0.0,878.1513068503573
241,241.0,0.0,805.4088885237486
242,242.0,0.0,913.041049129875
243,243.0,0.0,978.135369957663
244,244.0,0.0,1157.2383730633733
245,245.0,0.0,919.178316917327
246,246.0,0.0,982.5622707031914
247,247.0,0.0,1034.9839758947396
248,248.0,0.0,1182.5646144224445
249,249.0,0.0,1098.5891609327516
250,250.0,0.0,808.8853730701395
251,251.0,0.0,892.3903611006726
252,252.0,0.0,1067.2384579390684
253,253.0,0.0,1159.227465480369
254,254.0,0.0,1227.7734934744806
255,255.0,0.0,1148.704157608597
256,256.0,0.0,873.7647303049149
257,257.0,0.0,883.8440584396012
258,258.0,0.0,1167.2248192858974
259,259.0,0.0,1235.7050004625794
260,260.0,0.0,909.0685320795744
261,261.0,0.0,785.6948493208317
262,262.0,0.0,779.380162207765
263,263.0,0.0,1099.6600915838517
264,264.0,0.0,1112.2884831995873
265,265.0,0.0,1237.5998054114484
266,266.0,0.0,869.4719581639565
267,267.0,0.0,1220.9394752115977
268,268.0,0.0,1001.106858802443
269,269.0,0.0,819.0357799862111
270,270.0,0.0,1120.2015458934156
271,271.0,0.0,1240.7891630103304
272,272.0,0.0,1195.0307394744464
273,273.0,0.0,941.3078503671196
274,274.0,0.0,1170.5879100850057
275,275.0,0.0,805.9861840957694
276,276.0,0.0,1213.9187385009773
277,277.0,0.0,1272.3700447893034
278,278.0,0.0,994.3633184237482
279,279.0,0.0,847.6009252440168
280,280.0,0.0,943.5036254931316
281,281.0,0.0,1067.4975724713015
282,282.0,0.0,929.687889505484
283,283.0,0.0,1030.1611353570802
284,284.0,0.0,1128.9423877464303
285,285.0,0.0,976.3641040377012
286,286.0,0.0,964.31450969358
287,287.0,0.0,1251.0855957207364
288,288.0,0.0,1221.7863424740178
289,289.0,0.0,1280.4105515797676
290,290.0,0.0,902.1868035343076
291,291.0,0.0,1244.2390799005084
292,292.0,0.0,801.4750775376652
293,293.0,0.0,1180.9902008709705
294,294.0,0.0,1001.5065636770114
295,295.0,0.0,831.0620384539479
296,296.0,0.0,1261.4598639467551
297,297.0,0.0,774.9657890226974
298,298.0,0.0,929.84269149417
299,299.0,0.0,907.7572152445464
300,300.0,0.0,1037.8354137672688
301,301.0,0.0,1115.6198179288908
302,302.0,0.0,954.709059285705
303,303.0,0.0,1092.5591866817276
304,304.0,0.0,841.6845037719024
305,305.0,0.0,993.3863243877446
306,306.0,0.0,1210.983610325634
307,307.0,0.0,1082.7115253692757
308,308.0,0.0,763.4270825225316
309,309.0,0.0,1227.567837192497
310,310.0,0.0,897.857713462743
311,311.0,0.0,1134.904964808239
312,312.0,0.0,777.1524042912704
313,313.0,0.0,1001.8082366235774
314,314.0,0.0,1124.7488269666962
315,315.0,0.0,1232.6543302413102
316,316.0,0.0,1214.6967547778636
317,317.0,0.0,862.5640129474552
318,318.0,0.0,1202.3619831824176
319,319.0,0.0,991.6854385385298
320,320.0,0.0,1141.735167855812
321,321.0,0.0,1251.536170543591
322,322.0,0.0,1141.2736402454736
323,323.0,0.0,1088.406380009605
324,324.0,0.0,772.3561485107251
325,325.0,0.0,1116.8285777999386
326,326.0,0.0,885.6103691187758
327,327.0,0.0,1119.911772999426
328,328.0,0.0,1036.4725667904927
329,329.0,0.0,835.870962959562
330,330.0,0.0,937.190041765987
331,331.0,0.0,866.0772444870536
332,332.0,0.0,942.6879356117817
333,333.0,0.0,1147.9937978311125
334,334.0,0.0,939.150868887726
335,335.0,0.0,1086.679001929764
336,336.0,0.0,951.4756408520911
337,337.0,0.0,792.8439965489881
338,338.0,0.0,1239.0440347237811
339,339.0,0.0,992.0497914302002
340,340.0,0.0,769.1063357719596
341,341.0,0.0,1271.2391188054903
342,342.0,0.0,951.5344389791928
343,343.0,0.0,1127.3766303177017
344,344.0,0.0,806.4614516248009
345,345.0,0.0,843.1850324826758
346,346.0,0.0,980.6656974390702
347,347.0,0.0,1248.0554043691743
348,348.0,0.0,1016.6051199867654
349,349.0,0.0,1208.8129312543497
350,350.0,0.0,1019.4208983202288
351,351.0,0.0,819.6653243554035
352,352.0,0.0,782.5873256601948
353,353.0,0.0,979.1485167246036
354,354.0,0.0,1133.3946109550402
355,355.0,0.0,1265.8292951105657
356,356.0,0.0,1272.2340854141378
357,357.0,0.0,1013.225949081709
358,358.0,0.0,1001.7307446888896
359,359.0,0.0,1244.1484631196804
360,360.0,0.0,1219.491057557543
361,361.0,0.0,1008.3188729988028
362,362.0,0.0,1188.961380512907
363,363.0,0.0,1192.282221312871
364,364.0,0.0,893.5757208528927
365,365.0,0.0,1101.6669754485858
366,366.0,0.0,838.3653220845936
367,367.0,0.0,1079.7684389785395
368,368.0,0.0,768.6338969213006
369,369.0,0.0,1114.6973578414054
370,370.0,0.0,972.5219841930472
371,371.0,0.0,1216.2493015952286
372,372.0,0.0,1011.4718726448152
373,373.0,0.0,1031.2902228867335
374,374.0,0.0,783.8774407755524
375,375.0,0.0,1198.5550227196438
376,376.0,0.0,906.718268281588
377,377.0,0.0,1121.2890880490402
378,378.0,0.0,800.68112422638
379,379.0,0.0,969.8532716166088
380,380.0,0.0,1233.6831301713637
381,381.0,0.0,829.8637146892983
382,382.0,0.0,1149.8678065102995
383,383.0,0.0,1051.964455711113
384,384.0,0.0,1094.4116870135108
385,385.0,0.0,759.9456617324138
386,386.0,0.0,1252.5307982096767
387,387.0,0.0,893.7771568586692
388,388.0,0.0,1029.201244462614
389,389.0,0.0,803.765240203247
390,390.0,0.0,1272.5023857534984
391,391.0,0.0,807.7155201747282
392,392.0,0.0,1270.281097200726
393,393.0,0.0,962.0437456664046
394,394.0,0.0,1071.588108009933
395,395.0,0.0,1212.5478552764494
396,396.0,0.0,953.8192893773704
397,397.0,0.0,968.4702762276272
398,398.0,0.0,857.0027571807977
399,399.0,0.0,846.879842247206
400,400.0,0.0,1142.5380965322925
401,401.0,0.0,906.2706415176224
402,402.0,0.0,1038.2332407037625
403,403.0,0.0,868.689198870394
404,404.0,0.0,905.0823877363584
405,405.0,0.0,1008.629085212837
406,406.0,0.0,1281.489624695953
407,407.0,0.0,942.9599396230576
408,408.0,0.0,1048.3162129722457
409,409.0,0.0,914.6390437264618
410,410.0,0.0,1017.6861805278676
411,411.0,0.0,1203.0340075534714
412,412.0,0.0,1199.1927389632542
413,413.0,0.0,974.8753501875956
414,414.0,0.0,841.9457749785422
415,415.0,0.0,1221.5489710135862
416,416.0,0.0,942.14422771376
417,417.0,0.0,1122.208539576777
418,418.0,0.0,1167.2995375027128
419,419.0,0.0,1150.885045068601
420,420.0,0.0,843.2500504815276
421,421.0,0.0,1140.535933344499
422,422.0,0.0,1248.7101560124229
423,423.0,0.0,1118.780148389094
424,424.0,0.0,1185.0267223425149
425,425.0,0.0,1053.0151658236744
426,426.0,0.0,847.9328269045875
427,427.0,0.0,1000.6448275222908
428,428.0,0.0,860.5146062085547
429,429.0,0.0,815.6174529307045
430,430.0,0.0,1266.7753160174702
431,431.0,0.0,1100.9392976556842
432,432.0,0.0,914.4550441386682
433,433.0,0.0,992.4038655044678
434,434.0,0.0,1151.182594458953
435,435.0,0.0,797.8655316226813
436,436.0,0.0,955.8859800576262
437,437.0,0.0,1145.518974537896
438,438.0,0.0,765.6567207202386
439,439.0,0.0,1274.3452123210864
440,440.0,0.0,1029.7400478747106
441,441.0,0.0,850.6202411041752
442,442.0,0.0,799.7898885217314
443,443.0,0.0,1262.704022475397
444,444.0,0.0,942.7956703597356
445,445.0,0.0,1164.847000175787
446,446.0,0.0,774.2718307135123
447,447.0,0.0,1259.851090693491
448,448.0,0.0,1176.5054486561503
449,449.0,0.0,966.7136279040554
450,450.0,0.0,913.9760148752256
451,451.0,0.0,768.3722341701308
452,452.0,0.0,962.9981399131644
453,453.0,0.0,898.9292626019836
454,454.0,0.0,896.7196278856323
455,455.0,0.0,1068.3697397763108
456,456.0,0.0,1108.7143868400058
457,457.0,0.0,805.5114046797635
458,458.0,0.0,1285.6930813221702
459,459.0,0.0,1151.4241633490406
460,460.0,0.0,834.5350741659398
461,461.0,0.0,770.4640760335386
462,462.0,0.0,771.3833588066232
463,463.0,0.0,858.2370040486663
464,464.0,0.0,1123.4541331932369
465,465.0,0.0,957.9403522993614
466,466.0,0.0,921.9931798285252
467,467.0,0.0,944.6334517603512
468,468.0,0.0,998.631429849529
469,469.0,0.0,988.337526341916
470,470.0,0.0,1080.1039881916008
471,471.0,0.0,903.3465491769784
472,472.0,0.0,925.7912804385942
473,473.0,0.0,911.936774242748
474,474.0,0.0,768.8770123767736
475,475.0,0.0,890.0846877677886
476,476.0,0.0,858.5148238816313
477,477.0,0.0,1042.882030072973
478,478.0,0.0,1085.5971923003194
479,479.0,0.0,1091.2975332783033
480,480.0,0.0,1213.9094541118204
481,481.0,0.0,1134.0839388572415
482,482.0,0.0,884.1080673977992
483,483.0,0.0,827.344737760711
484,484.0,0.0,1166.674709946826
485,485.0,0.0,935.7379827502087
486,486.0,0.0,1168.8040021726308
487,487.0,0.0,1010.0935798025243
488,488.0,0.0,833.0342550807716
489,489.0,0.0,1062.9785196912924
490,490.0,0.0,1137.0665787126013
491,491.0,0.0,1070.0625276749363
492,492.0,0.0,760.2767647429303
493,493.0,0.0,939.0654463980128
494,494.0,0.0,1052.6840226999857
495,495.0,0.0,1098.8229721699818
496,496.0,0.0,1048.5496550823602
497,497.0,0.0,1256.1637967996537
498,498.0,0.0,777.2367008873897
499,499.0,0.0,1138.3993854346209
500,500.0,0.0,890.9205718517163
501,501.0,0.0,965.6310101609118
502,502.0,0.0,777.2513340007653
503,503.0,0.0,983.0710945327312
504,504.0,0.0,768.141147680128
505,505.0,0.0,979.620825468749
506,506.0,0.0,1159.6176625481762
507,507.0,0.0,957.4686890939248
508,508.0,0.0,1014.4702966686422
509,509.0,0.0,1186.0938953199216
510,510.0,0.0,1181.3907551594489
511,511.0,0.0,1252.276270001435
512,512.0,0.0,1061.005245252023
513,513.0,0.0,1005.3172876032564
514,514.0,0.0,1273.6806180020374
515,515.0,0.0,919.6266721580944
516,516.0,0.0,763.3928275739665
517,517.0,0.0,990.997022780551
518,518.0,0.0,854.1499069271565
519,519.0,0.0,1220.3101175803736
520,520.0,0.0,905.6939917828604
521,521.0,0.0,1118.9525098541262
522,522.0,0.0,1023.0326327070718
523,523.0,0.0,955.48952885632
524,524.0,0.0,843.2720904889671
525,525.0,0.0,798.2970208609169
526,526.0,0.0,1038.4492973462748
527,527.0,0.0,1017.8839259204706
528,528.0,0.0,818.5807901016584
529,529.0,0.0,832.4972255917266
530,530.0,0.0,914.137370547188
531,531.0,0.0,838.2749964309265
532,532.0,0.0,801.8635110921163
533,533.0,0.0,1205.1093251146344
534,534.0,0.0,796.3264999032757
535,535.0,0.0,856.1159192126888
536,536.0,0.0,882.5417695059135
537,537.0,0.0,771.6876756366918
538,538.0,0.0,922.3536994768968
539,539.0,0.0,1148.938321603927
540,540.0,0.0,848.2133012684683
541,541.0,0.0,767.2243257579473
542,542.0,0.0,1065.2837346415567
543,543.0,0.0,995.234720932712
544,544.0,0.0,949.57716985672
545,545.0,0.0,1185.4751561692226
546,546.0,0.0,1106.3932809442697
547,547.0,0.0,766.4740505539804
548,548.0,0.0,833.4391460335186
549,549.0,0.0,910.0152811426148
550,550.0,0.0,866.9491878998726
551,551.0,0.0,805.1288306950099
552,552.0,0.0,879.1320517790734
553,553.0,0.0,782.6478435076916
554,554.0,0.0,932.2653509582448
555,555.0,0.0,1217.520226132419
556,556.0,0.0,1209.4130799111958
557,557.0,0.0,1174.368316079754
558,558.0,0.0,773.6260711351499
559,559.0,0.0,1003.397319247013
560,560.0,0.0,852.9323037114534
561,561.0,0.0,780.3876453997352
562,562.0,0.0,1176.8798210874215
563,563.0,0.0,931.7589172672948
564,564.0,0.0,1210.1221153800147
565,565.0,0.0,883.5219583925937
566,566.0,0.0,1190.5073200208076
567,567.0,0.0,882.9588219548757
568,568.0,0.0,1183.681042556012
569,569.0,0.0,939.9946960216154
570,570.0,0.0,916.3096668395652
571,571.0,0.0,1241.0598628829591
572,572.0,0.0,1210.415275541652
573,573.0,0.0,985.8699093807631
574,574.0,0.0,1093.154704092299
575,575.0,0.0,836.2044467219596
576,576.0,0.0,960.4425109114964
577,577.0,0.0,1160.4946517043152
578,578.0,0.0,811.8278593773699
579,579.0,0.0,1269.831365603222
580,580.0,0.0,1215.555786267868
581,581.0,0.0,1012.5014896234824
582,582.0,0.0,906.2384532253604
583,583.0,0.0,1178.1321773167226
584,584.0,0.0,987.7771840379858
585,585.0,0.0,1172.6353048342985
586,586.0,0.0,1193.378193337005
587,587.0,0.0,1011.804861140971
588,588.0,0.0,1200.9694148669714
589,589.0,0.0,1009.2343438756382
590,590.0,0.0,1116.3820051698565
591,591.0,0.0,1237.625719555785
592,592.0,0.0,804.2291762333401
593,593.0,0.0,924.572615858884
594,594.0,0.0,1093.3003181764975
595,595.0,0.0,821.565307481958
596,596.0,0.0,1092.863785483392
597,597.0,0.0,1032.6942997072442
598,598.0,0.0,887.2248442545724
599,599.0,0.0,1018.0256885183956
600,600.0,0.0,1269.26780846584
601,601.0,0.0,1092.487029113254
602,602.0,0.0,932.7184426441728
603,603.0,0.0,1251.457994100548
604,604.0,0.0,830.4677208355452
605,605.0,0.0,933.2405571577826
606,606.0,0.0,903.5548826659824
607,607.0,0.0,1229.0965193363008
608,608.0,0.0,930.8797591446896
609,609.0,0.0,1156.6648645862203
610,610.0,0.0,981.2981442100042
611,611.0,0.0,993.2210830410282
612,612.0,0.0,1018.8523605857424
613,613.0,0.0,813.0993477887828
614,614.0,0.0,992.744976997565
615,615.0,0.0,987.3294087488064
616,616.0,0.0,1056.5180607224706
617,617.0,0.0,1259.126378526967
618,618.0,0.0,1172.9832215662775
619,619.0,0.0,992.7265535006132
620,620.0,0.0,1056.2889829146072
621,621.0,0.0,1191.780370989242
622,622.0,0.0,820.2286944249387
623,623.0,0.0,1052.1184092420815
624,624.0,0.0,1111.5105645594913
625,625.0,0.0,882.4376531382271
626,626.0,0.0,1037.4067499930266
627,627.0,0.0,1132.4897904438435
628,628.0,0.0,775.6406432239269
629,629.0,0.0,1263.9426995752888
630,630.0,0.0,901.5738834676772
631,631.0,0.0,793.0806185429749
632,632.0,0.0,857.431810896669
633,633.0,0.0,1271.5221466719534
634,634.0,0.0,1086.3062538868776
635,635.0,0.0,1080.1748997102748
636,636.0,0.0,1264.282796331417
637,637.0,0.0,1280.6951548637126
638,638.0,0.0,917.9565329059352
639,639.0,0.0,771.1860531362684
640,640.0,0.0,1203.8558811001628
641,641.0,0.0,887.4222977983029
642,642.0,0.0,836.9774260299786
643,643.0,0.0,900.2013967295145
644,644.0,0.0,1030.3194919131824
645,645.0,0.0,988.5171164440762
646,646.0,0.0,784.6475706554269
647,647.0,0.0,1257.1043464676309
648,648.0,0.0,1090.9063900809474
649,649.0,0.0,1033.5773558254418
650,650.0,0.0,1223.1961551566178
651,651.0,0.0,1151.991532519446
652,652.0,0.0,796.1908558651471
653,653.0,0.0,903.176699459312
654,654.0,0.0,1234.8426209676218
655,655.0,0.0,1194.913987789124
656,656.0,0.0,1170.0466454517614
657,657.0,0.0,1077.7795820452784
658,658.0,0.0,1246.4378700211869
659,659.0,0.0,1081.981662142045
660,660.0,0.0,1173.7443134138884
661,661.0,0.0,1049.735365451132
662,662.0,0.0,829.7532714081747
663,663.0,0.0,1232.2681614289145
664,664.0,0.0,1004.5518570518144
665,665.0,0.0,965.4400040650504
666,666.0,0.0,1195.443996166052
667,667.0,0.0,1069.4192173511992
668,668.0,0.0,1224.80413418117
669,669.0,0.0,1107.8199626660896
670,670.0,0.0,1062.1787463871976
671,671.0,0.0,1173.8757904150302
672,672.0,0.0,982.4044305873418
673,673.0,0.0,1065.0127015487903
674,674.0,0.0,918.2105560865764
675,675.0,0.0,795.6665005162198
676,676.0,0.0,1232.1620933514416
677,677.0,0.0,1007.8672595434392
678,678.0,0.0,962.634500887132
679,679.0,0.0,1044.646444579222
680,680.0,0.0,918.9464520219974
681,681.0,0.0,972.3696445508562
682,682.0,0.0,831.966308494716
683,683.0,0.0,892.2199325604772
684,684.0,0.0,1210.0973772870798
685,685.0,0.0,1123.895255518525
686,686.0,0.0,849.588623342167
687,687.0,0.0,932.9619469962252
688,688.0,0.0,948.1595936704427
689,689.0,0.0,1240.278723273807
690,690.0,0.0,1281.0972502110783
691,691.0,0.0,759.1359872607605
692,692.0,0.0,823.5409244753819
693,693.0,0.0,1037.7596648083825
694,694.0,0.0,800.0367566421494
695,695.0,0.0,858.1352879352793
696,696.0,0.0,991.54408842483
697,697.0,0.0,1016.2244706645886
698,698.0,0.0,1254.0721419958152
699,699.0,0.0,1248.2085948204356
700,700.0,0.0,1020.4499843465422
701,701.0,0.0,1036.0600698840449
702,702.0,0.0,770.4911171140723
703,703.0,0.0,1231.2873209587665
704,704.0,0.0,1214.4371525200124
705,705.0,0.0,1046.322835806432
706,706.0,0.0,770.7328749645144
707,707.0,0.0,1186.9968893937598
708,708.0,0.0,826.3170507406342
709,709.0,0.0,1103.3429960170874
710,710.0,0.0,936.1438605126738
711,711.0,0.0,1050.6330020238624
712,712.0,0.0,1081.9596558958808
713,713.0,0.0,1187.465245715788
714,714.0,0.0,1076.650744464739
715,715.0,0.0,1172.362730031931
716,716.0,0.0,883.8246164323973
717,717.0,0.0,1201.4139007772542
718,718.0,0.0,847.4610219156141
719,719.0,0.0,962.969488305507
720,720.0,0.0,990.2158291149173
721,721.0,0.0,993.9637403625502
722,722.0,0.0,921.0931152143834
723,723.0,0.0,1172.9246568268804
724,724.0,0.0,1027.6938239511344
725,725.0,0.0,1275.2645327129892
726,726.0,0.0,1135.2278318055578
727,727.0,0.0,1219.7195481371
728,728.0,0.0,1266.9654054052976
729,729.0,0.0,1008.7992006326232
730,730.0,0.0,968.4328237358434
731,731.0,0.0,1010.9524159800194
732,732.0,0.0,951.9233080691216
733,733.0,0.0,1066.346975478911
734,734.0,0.0,1058.0742181918413
735,735.0,0.0,961.905872804974
736,736.0,0.0,871.4903913650538
737,737.0,0.0,1232.969570518466
738,738.0,0.0,935.1310366895434
739,739.0,0.0,1087.6762618383202
740,740.0,0.0,900.4315559771443
741,741.0,0.0,863.7871990675096
742,742.0,0.0,1028.8250634402057
743,743.0,0.0,1056.9975319235218
744,744.0,0.0,1082.2537493581185
745,745.0,0.0,1065.469025669573
746,746.0,0.0,894.8013506660405
747,747.0,0.0,902.281087083706
748,748.0,0.0,1075.09973239666
749,749.0,0.0,862.5969702823456
750,750.0,0.0,1028.4621890042706
751,751.0,0.0,905.4431745224588
752,752.0,0.0,812.6384205968243
753,753.0,0.0,1107.9737867561669
754,754.0,0.0,817.5964754972099
755,755.0,0.0,985.466770857737
756,756.0,0.0,1185.6118893740154
757,757.0,0.0,1092.127922919956
758,758.0,0.0,927.1557597059716
759,759.0,0.0,1128.567170915872
760,760.0,0.0,1021.5479305416098
761,761.0,0.0,766.4615168789453
762,762.0,0.0,1271.3682984367451
763,763.0,0.0,1146.0106296295266
